incident_id,date,time,operator_name,machine_id,severity,operator_badge,comment,shift,type_surchauffe,type_baisse_pression,type_vibration,type_bruit_mecanique,type_surconsommation,type_blocage_mecanique,type_alarme_capteur,type_arret_urgence,type_defaut_qualite
INC-000194,2025-07-24,12:52,Hugo Thomas,MACH-01,4,OP1004,alarme capteur active,matin,0,0,0,0,0,0,1,0,0
INC-000195,2025-07-24,13:14,Lucas Bernard,MACH-08,2,OP1002,chauffe anormale,matin,1,0,0,0,0,0,0,0,0
INC-000196,2025-07-24,20:56,Nathan Richard,MACH-10,4,OP1006,micro-fuite / baisse pression,apres-midi,0,1,0,0,0,0,0,0,0
INC-000197,2025-07-25,02:19,Camille Martin,MACH-13,4,OP1001,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000198,2025-07-25,17:36,Julie Petit,MACH-15,2,OP1008,température anormalement élevée,apres-midi,1,0,0,0,0,0,0,0,0
INC-000199,2025-07-25,17:46,Lucas Bernard,MACH-15,2,OP1002,surchauffe capteur thermique,apres-midi,1,0,0,0,0,0,0,0,0
INC-000200,2025-07-26,17:34,Antoine Moreau,MACH-15,3,OP1007,température anormalement élevée,apres-midi,1,0,0,0,0,0,0,0,0
INC-000201,2025-07-26,17:36,Chloé Robert,MACH-15,3,OP1005,surchauffe capteur thermique,apres-midi,1,0,0,0,0,0,0,0,0
INC-000202,2025-07-26,23:08,Julie Petit,MACH-09,2,OP1008,pièces hors tolérance — contrôle qualité,nuit,0,0,0,0,0,0,0,0,1
INC-000203,2025-07-26,23:45,Marie Dupont,MACH-09,2,OP1001,défaut qualité pièces constaté,nuit,0,0,0,0,0,0,0,0,1
INC-000204,2025-07-27,12:37,Jules Moreau,MACH-04,2,OP1010,vibration excessive,matin,0,0,1,0,0,0,0,0,0
INC-000205,2025-07-27,17:36,Camille Martin,MACH-15,4,OP1001,chauffe anormale + arrêt ligne,apres-midi,1,0,0,0,0,0,0,1,0
INC-000206,2025-07-27,20:45,Lina Petit,MACH-15,3,OP1007,vibration excessive,apres-midi,0,0,1,0,0,0,0,0,0
INC-000207,2025-07-27,23:08,Lucas Bernard,MACH-09,3,OP1002,défaut qualité pièces constaté,nuit,0,0,0,0,0,0,0,0,1
INC-000208,2025-07-27,23:43,Sophie Leclerc,MACH-09,3,OP1006,non-conformité dimensionnelle,nuit,0,0,0,0,0,0,0,0,1
INC-000209,2025-07-28,14:48,Antoine Moreau,MACH-07,2,OP1007,alarme capteur active,apres-midi,0,0,0,0,0,0,1,0,0
INC-000210,2025-07-28,17:31,Julie Petit,MACH-06,2,OP1008,cliquetis roulement axe,apres-midi,0,0,0,1,0,0,0,0,0
INC-000211,2025-07-28,23:08,Chloé Robert,MACH-09,4,OP1005,défaut qualité pièces,nuit,0,0,0,0,0,0,0,0,1
INC-000212,2025-07-29,14:48,Antoine Moreau,MACH-07,3,OP1007,signal capteur hors plage,apres-midi,0,0,0,0,0,0,1,0,0
INC-000213,2025-07-29,17:31,Marie Dupont,MACH-06,3,OP1001,frottement mécanique cyclique,apres-midi,0,0,0,1,0,0,0,0,0
INC-000214,2025-07-29,18:48,Hugo Thomas,MACH-06,2,OP1004,balourd rotor confirmé,apres-midi,0,0,1,0,0,0,0,0,0
INC-000215,2025-07-30,14:48,Chloé Robert,MACH-07,4,OP1005,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000216,2025-07-30,17:31,Lucas Bernard,MACH-06,4,OP1002,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000217,2025-07-30,18:48,Pierre Martin,MACH-06,3,OP1003,vibration anormale roulement,apres-midi,0,0,1,0,0,0,0,0,0
INC-000218,2025-07-31,01:19,Lucas Bernard,MACH-14,2,OP1002,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000219,2025-07-31,04:30,Lucas Bernard,MACH-01,3,OP1002,surconsommation électrique,nuit,0,0,0,0,1,0,0,0,0
INC-000220,2025-07-31,11:56,Hugo Thomas,MACH-11,3,OP1004,alarme capteur,matin,0,0,0,0,0,0,1,0,0
INC-000221,2025-07-31,17:49,Lina Petit,MACH-03,3,OP1007,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000222,2025-07-31,18:48,Nathan Richard,MACH-06,4,OP1006,vibration excessive,apres-midi,0,0,1,0,0,0,0,0,0
INC-000223,2025-08-01,17:37,Julie Petit,MACH-09,2,OP1008,frottement mécanique cyclique,apres-midi,0,0,0,1,0,0,0,0,0
INC-000224,2025-08-02,02:27,Sarah Leroy,MACH-01,3,OP1009,surconsommation électrique,nuit,0,0,0,0,1,0,0,0,0
INC-000225,2025-08-02,09:45,Camille Martin,MACH-09,2,OP1001,surconsommation électrique,matin,0,0,0,0,1,0,0,0,0
INC-000226,2025-08-02,12:22,Lina Petit,MACH-08,3,OP1007,vibration excessive,matin,0,0,1,0,0,0,0,0,0
INC-000227,2025-08-02,17:37,Marie Dupont,MACH-09,3,OP1001,cliquetis roulement axe,apres-midi,0,0,0,1,0,0,0,0,0
INC-000228,2025-08-02,22:08,Marie Dupont,MACH-13,2,OP1001,alerte température haute,nuit,1,0,0,0,0,0,0,0,0
INC-000229,2025-08-02,22:40,Chloé Robert,MACH-13,3,OP1005,température anormalement élevée,nuit,1,0,0,0,0,0,0,0,0
INC-000230,2025-08-03,07:25,Chloé Robert,MACH-12,2,OP1005,baisse pression hydraulique,matin,0,1,0,0,0,0,0,0,0
INC-000231,2025-08-03,17:37,Lucas Bernard,MACH-09,5,OP1002,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000232,2025-08-03,22:08,Chloé Robert,MACH-13,3,OP1005,température anormalement élevée,nuit,1,0,0,0,0,0,0,0,0
INC-000233,2025-08-03,22:15,Pierre Martin,MACH-13,3,OP1003,montée thermique progressive,nuit,1,0,0,0,0,0,0,0,0
INC-000234,2025-08-04,03:16,Sarah Leroy,MACH-05,3,OP1009,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000235,2025-08-04,07:04,Chloé Robert,MACH-08,3,OP1005,surconsommation électrique,matin,0,0,0,0,1,0,0,0,0
INC-000236,2025-08-04,07:25,Lucas Bernard,MACH-12,3,OP1002,baisse pression hydraulique,matin,0,1,0,0,0,0,0,0,0
INC-000237,2025-08-04,22:08,Nathan Richard,MACH-13,4,OP1006,chauffe anormale,nuit,1,0,0,0,0,0,0,0,0
INC-000238,2025-08-05,07:25,Emma Dubois,MACH-12,4,OP1003,micro-fuite / baisse pression,matin,0,1,0,0,0,0,0,0,0
INC-000239,2025-08-05,10:28,Jules Moreau,MACH-15,2,OP1010,surconsommation électrique,matin,0,0,0,0,1,0,0,0,0
INC-000240,2025-08-05,11:10,Hugo Thomas,MACH-10,3,OP1004,surconsommation électrique,matin,0,0,0,0,1,0,0,0,0
INC-000241,2025-08-06,01:29,Antoine Moreau,MACH-01,2,OP1007,frottement mécanique cyclique,nuit,0,0,0,1,0,0,0,0,0
INC-000242,2025-08-07,01:29,Sophie Leclerc,MACH-01,3,OP1006,cliquetis roulement axe,nuit,0,0,0,1,0,0,0,0,0
INC-000243,2025-08-07,01:35,Hugo Thomas,MACH-01,3,OP1004,choc sur transmission,nuit,0,0,0,1,0,0,0,0,0
INC-000244,2025-08-07,04:14,Camille Martin,MACH-07,2,OP1001,chauffe anormale,nuit,1,0,0,0,0,0,0,0,0
INC-000245,2025-08-07,18:20,Lina Petit,MACH-10,3,OP1007,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000246,2025-08-08,00:21,Sarah Leroy,MACH-13,3,OP1009,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000247,2025-08-08,01:29,Jules Moreau,MACH-01,4,OP1010,frottement mécanique cyclique,nuit,0,0,0,1,0,0,0,0,0
INC-000248,2025-08-08,02:21,Camille Martin,MACH-08,3,OP1001,surconsommation électrique,nuit,0,0,0,0,1,0,0,0,0
INC-000249,2025-08-08,13:43,Lucas Bernard,MACH-09,2,OP1002,micro-fuite / baisse pression,matin,0,1,0,0,0,0,0,0,0
INC-000250,2025-08-09,14:25,Lucas Bernard,MACH-08,3,OP1002,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000251,2025-08-10,12:22,Chloé Robert,MACH-12,3,OP1005,alarme capteur,matin,0,0,0,0,0,0,1,0,0
INC-000252,2025-08-10,22:11,Nathan Richard,MACH-14,2,OP1006,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000253,2025-08-11,12:46,Sophie Leclerc,MACH-05,2,OP1006,baisse pression hydraulique,matin,0,1,0,0,0,0,0,0,0
INC-000254,2025-08-11,22:40,Jules Moreau,MACH-08,3,OP1010,vibration excessive,nuit,0,0,1,0,0,0,0,0,0
INC-000255,2025-08-11,23:14,Enzo Durand,MACH-03,3,OP1008,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000256,2025-08-12,12:46,Julie Petit,MACH-05,3,OP1008,micro-fuite détectée — chute pression,matin,0,1,0,0,0,0,0,0,0
INC-000257,2025-08-13,08:17,Emma Dubois,MACH-15,3,OP1003,surconsommation électrique,matin,0,0,0,0,1,0,0,0,0
INC-000258,2025-08-13,12:46,Enzo Durand,MACH-05,5,OP1008,pression en dessous seuil critique,matin,0,1,0,0,0,0,0,0,0
INC-000259,2025-08-14,13:55,Sarah Leroy,MACH-02,3,OP1009,surconsommation électrique,matin,0,0,0,0,1,0,0,0,0
INC-000260,2025-08-14,23:28,Julie Petit,MACH-01,2,OP1008,baisse pression hydraulique,nuit,0,1,0,0,0,0,0,0,0
INC-000261,2025-08-15,15:53,Hugo Thomas,MACH-07,3,OP1004,vibration excessive,apres-midi,0,0,1,0,0,0,0,0,0
INC-000262,2025-08-15,23:28,Marie Dupont,MACH-01,3,OP1001,micro-fuite détectée — chute pression,nuit,0,1,0,0,0,0,0,0,0
INC-000263,2025-08-15,23:49,Lucas Bernard,MACH-01,3,OP1002,pression en dessous seuil critique,nuit,0,1,0,0,0,0,0,0,0
INC-000264,2025-08-16,03:19,Marie Dupont,MACH-05,2,OP1001,oscillations hors tolérance,nuit,0,0,1,0,0,0,0,0,0
INC-000265,2025-08-16,23:28,Lina Petit,MACH-01,4,OP1007,micro-fuite / baisse pression,nuit,0,1,0,0,0,0,0,0,0
INC-000266,2025-08-17,03:19,Hugo Thomas,MACH-05,3,OP1004,oscillations hors tolérance,nuit,0,0,1,0,0,0,0,0,0
INC-000267,2025-08-17,19:44,Lucas Bernard,MACH-12,3,OP1002,micro-fuite / baisse pression,apres-midi,0,1,0,0,0,0,0,0,0
INC-000268,2025-08-18,03:19,Emma Dubois,MACH-05,5,OP1003,vibration excessive,nuit,0,0,1,0,0,0,0,0,0
INC-000269,2025-08-18,10:49,Hugo Thomas,MACH-14,2,OP1004,signal capteur hors plage,matin,0,0,0,0,0,0,1,0,0
INC-000270,2025-08-19,06:27,Lucas Bernard,MACH-06,3,OP1002,micro-fuite / baisse pression,matin,0,1,0,0,0,0,0,0,0
INC-000271,2025-08-19,10:49,Sophie Leclerc,MACH-14,3,OP1006,perte intermittente signal mesure,matin,0,0,0,0,0,0,1,0,0
INC-000272,2025-08-19,22:32,Pierre Martin,MACH-09,2,OP1003,surchauffe capteur thermique,nuit,1,0,0,0,0,0,0,0,0
INC-000273,2025-08-20,07:55,Enzo Durand,MACH-07,3,OP1008,vibration excessive,matin,0,0,1,0,0,0,0,0,0
INC-000274,2025-08-20,10:49,Enzo Durand,MACH-14,4,OP1008,signal capteur hors plage,matin,0,0,0,0,0,0,1,0,0
INC-000275,2025-08-20,14:28,Lina Petit,MACH-14,3,OP1007,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000276,2025-08-20,20:38,Hugo Thomas,MACH-13,3,OP1004,surconsommation électrique,apres-midi,0,0,0,0,1,0,0,0,0
INC-000277,2025-08-20,22:12,Marie Dupont,MACH-09,3,OP1001,alerte température haute,nuit,1,0,0,0,0,0,0,0,0
INC-000278,2025-08-20,22:32,Julie Petit,MACH-09,3,OP1008,température anormalement élevée,nuit,1,0,0,0,0,0,0,0,0
INC-000279,2025-08-21,18:46,Chloé Robert,MACH-08,2,OP1005,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000280,2025-08-21,22:32,Jules Moreau,MACH-09,4,OP1010,chauffe anormale + arrêt ligne,nuit,1,0,0,0,0,0,0,1,0
INC-000281,2025-08-22,02:31,Jules Moreau,MACH-03,3,OP1010,vibration excessive,nuit,0,0,1,0,0,0,0,0,0
INC-000282,2025-08-22,12:44,Sarah Leroy,MACH-08,3,OP1009,défaut qualité pièces,matin,0,0,0,0,0,0,0,0,1
INC-000283,2025-08-23,13:37,Chloé Robert,MACH-15,3,OP1005,vibration excessive,matin,0,0,1,0,0,0,0,0,0
INC-000284,2025-08-24,23:05,Hugo Thomas,MACH-07,2,OP1004,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000285,2025-08-25,02:17,Lucas Bernard,MACH-10,2,OP1002,surconsommation électrique,nuit,0,0,0,0,1,0,0,0,0
INC-000286,2025-08-26,11:11,Sarah Leroy,MACH-07,3,OP1009,vibration excessive,matin,0,0,1,0,0,0,0,0,0
INC-000287,2025-08-26,11:40,Chloé Robert,MACH-06,2,OP1005,température anormalement élevée,matin,1,0,0,0,0,0,0,0,0
INC-000288,2025-08-26,13:42,Lina Petit,MACH-09,2,OP1007,pièce bloquée convoyeur,matin,0,0,0,0,0,1,0,0,0
INC-000289,2025-08-26,20:03,Chloé Robert,MACH-15,3,OP1005,pièces hors tolérance — contrôle qualité,apres-midi,0,0,0,0,0,0,0,0,1
INC-000290,2025-08-27,09:12,Sarah Leroy,MACH-12,2,OP1009,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000291,2025-08-27,10:35,Hugo Thomas,MACH-10,2,OP1004,chauffe anormale,matin,1,0,0,0,0,0,0,0,0
INC-000292,2025-08-27,11:40,Chloé Robert,MACH-06,3,OP1005,alerte température haute,matin,1,0,0,0,0,0,0,0,0
INC-000293,2025-08-28,11:40,Hugo Thomas,MACH-06,4,OP1004,chauffe anormale,matin,1,0,0,0,0,0,0,0,0
INC-000294,2025-08-28,19:29,Camille Martin,MACH-08,3,OP1001,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000295,2025-08-28,21:06,Chloé Robert,MACH-06,2,OP1005,défaut capteur confirmé,apres-midi,0,0,0,0,0,0,1,0,0
INC-000296,2025-08-29,00:50,Lucas Bernard,MACH-01,3,OP1002,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000297,2025-08-29,21:06,Marie Dupont,MACH-06,3,OP1001,perte intermittente signal mesure,apres-midi,0,0,0,0,0,0,1,0,0
INC-000298,2025-08-30,02:08,Emma Dubois,MACH-11,2,OP1003,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000299,2025-08-30,03:55,Chloé Robert,MACH-15,3,OP1005,chauffe anormale,nuit,1,0,0,0,0,0,0,0,0
INC-000300,2025-08-30,12:36,Emma Dubois,MACH-06,3,OP1003,micro-fuite / baisse pression,matin,0,1,0,0,0,0,0,0,0
INC-000301,2025-08-30,12:37,Jules Moreau,MACH-05,2,OP1010,défaut qualité pièces,matin,0,0,0,0,0,0,0,0,1
INC-000302,2025-08-30,21:06,Lucas Bernard,MACH-06,4,OP1002,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000303,2025-08-30,22:36,Sarah Leroy,MACH-01,3,OP1009,surconsommation électrique,nuit,0,0,0,0,1,0,0,0,0
INC-000304,2025-08-31,16:42,Antoine Moreau,MACH-08,2,OP1007,signal capteur hors plage,apres-midi,0,0,0,0,0,0,1,0,0
INC-000305,2025-08-31,16:54,Marie Dupont,MACH-08,2,OP1001,signal capteur hors plage,apres-midi,0,0,0,0,0,0,1,0,0
INC-000306,2025-09-01,16:34,Julie Petit,MACH-08,3,OP1008,signal capteur hors plage,apres-midi,0,0,0,0,0,0,1,0,0
INC-000307,2025-09-01,16:54,Antoine Moreau,MACH-08,3,OP1007,défaut capteur confirmé,apres-midi,0,0,0,0,0,0,1,0,0
INC-000308,2025-09-01,19:55,Chloé Robert,MACH-05,2,OP1005,pièces hors tolérance — contrôle qualité,apres-midi,0,0,0,0,0,0,0,0,1
INC-000309,2025-09-02,01:05,Hugo Thomas,MACH-03,3,OP1004,micro-fuite détectée — chute pression,nuit,0,1,0,0,0,0,0,0,0
INC-000310,2025-09-02,01:10,Antoine Moreau,MACH-03,2,OP1007,pression en dessous seuil critique,nuit,0,1,0,0,0,0,0,0,0
INC-000311,2025-09-02,15:30,Enzo Durand,MACH-08,3,OP1008,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000312,2025-09-02,16:54,Chloé Robert,MACH-08,4,OP1005,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000313,2025-09-02,19:55,Chloé Robert,MACH-05,3,OP1005,chute taux de production anormale,apres-midi,0,0,0,0,0,0,0,0,1
INC-000314,2025-09-03,01:08,Sophie Leclerc,MACH-03,3,OP1006,baisse pression hydraulique,nuit,0,1,0,0,0,0,0,0,0
INC-000315,2025-09-03,01:10,Sophie Leclerc,MACH-03,3,OP1006,pression en dessous seuil critique,nuit,0,1,0,0,0,0,0,0,0
INC-000316,2025-09-03,12:34,Lucas Bernard,MACH-13,2,OP1002,température anormalement élevée,matin,1,0,0,0,0,0,0,0,0
INC-000317,2025-09-03,12:55,Antoine Moreau,MACH-13,3,OP1007,température anormalement élevée,matin,1,0,0,0,0,0,0,0,0
INC-000318,2025-09-03,19:55,Nathan Richard,MACH-05,5,OP1006,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000319,2025-09-04,01:10,Sarah Leroy,MACH-03,4,OP1009,micro-fuite / baisse pression,nuit,0,1,0,0,0,0,0,0,0
INC-000320,2025-09-04,12:34,Marie Dupont,MACH-13,3,OP1001,alerte température haute,matin,1,0,0,0,0,0,0,0,0
INC-000321,2025-09-04,12:46,Antoine Moreau,MACH-13,3,OP1007,température anormalement élevée,matin,1,0,0,0,0,0,0,0,0
INC-000322,2025-09-05,00:24,Enzo Durand,MACH-14,3,OP1008,surconsommation électrique,nuit,0,0,0,0,1,0,0,0,0
INC-000323,2025-09-05,12:34,Camille Martin,MACH-13,4,OP1001,chauffe anormale,matin,1,0,0,0,0,0,0,0,0
INC-000324,2025-09-05,21:26,Antoine Moreau,MACH-03,3,OP1007,choc sur transmission,apres-midi,0,0,0,1,0,0,0,0,0
INC-000325,2025-09-05,21:54,Hugo Thomas,MACH-03,2,OP1004,cliquetis roulement axe,apres-midi,0,0,0,1,0,0,0,0,0
INC-000326,2025-09-06,14:06,Sophie Leclerc,MACH-06,2,OP1006,signal capteur hors plage,apres-midi,0,0,0,0,0,0,1,0,0
INC-000327,2025-09-06,14:45,Marie Dupont,MACH-06,2,OP1001,perte intermittente signal mesure,apres-midi,0,0,0,0,0,0,1,0,0
INC-000328,2025-09-06,21:54,Sophie Leclerc,MACH-03,3,OP1006,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000329,2025-09-06,21:57,Antoine Moreau,MACH-03,3,OP1007,frottement mécanique cyclique,apres-midi,0,0,0,1,0,0,0,0,0
INC-000330,2025-09-07,09:46,Nathan Richard,MACH-03,3,OP1006,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000331,2025-09-07,14:06,Antoine Moreau,MACH-06,3,OP1007,perte intermittente signal mesure,apres-midi,0,0,0,0,0,0,1,0,0
INC-000332,2025-09-07,14:54,Chloé Robert,MACH-06,3,OP1005,défaut capteur confirmé,apres-midi,0,0,0,0,0,0,1,0,0
INC-000333,2025-09-07,21:54,Enzo Durand,MACH-03,4,OP1008,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000334,2025-09-08,14:06,Chloé Robert,MACH-06,4,OP1005,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000335,2025-09-08,19:06,Pierre Martin,MACH-04,2,OP1003,surconsommation électrique constatée,apres-midi,0,0,0,0,1,0,0,0,0
INC-000336,2025-09-08,22:30,Lucas Bernard,MACH-01,2,OP1002,vibration anormale roulement,nuit,0,0,1,0,0,0,0,0,0
INC-000337,2025-09-09,19:06,Marie Dupont,MACH-04,3,OP1001,échauffement bobinage moteur,apres-midi,0,0,0,0,1,0,0,0,0
INC-000338,2025-09-09,22:30,Marie Dupont,MACH-01,3,OP1001,balourd rotor confirmé,nuit,0,0,1,0,0,0,0,0,0
INC-000339,2025-09-09,22:42,Pierre Martin,MACH-01,3,OP1003,balourd rotor confirmé,nuit,0,0,1,0,0,0,0,0,0
INC-000340,2025-09-10,15:34,Nathan Richard,MACH-11,2,OP1006,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000341,2025-09-10,16:03,Lucas Bernard,MACH-08,2,OP1002,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000342,2025-09-10,19:06,Enzo Durand,MACH-04,4,OP1008,surconsommation électrique,apres-midi,0,0,0,0,1,0,0,0,0
INC-000343,2025-09-10,22:30,Hugo Thomas,MACH-01,4,OP1004,vibration excessive,nuit,0,0,1,0,0,0,0,0,0
INC-000344,2025-09-11,19:10,Chloé Robert,MACH-02,3,OP1005,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000345,2025-09-11,19:36,Lucas Bernard,MACH-14,2,OP1002,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000346,2025-09-12,02:10,Lucas Bernard,MACH-03,3,OP1002,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000347,2025-09-12,02:39,Sophie Leclerc,MACH-03,2,OP1006,cliquetis roulement axe,nuit,0,0,0,1,0,0,0,0,0
INC-000348,2025-09-12,14:08,Lina Petit,MACH-13,3,OP1007,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000349,2025-09-12,22:44,Hugo Thomas,MACH-01,2,OP1004,perte intermittente signal mesure,nuit,0,0,0,0,0,0,1,0,0
INC-000350,2025-09-13,02:01,Hugo Thomas,MACH-03,3,OP1004,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000351,2025-09-13,02:39,Chloé Robert,MACH-03,3,OP1005,frottement mécanique cyclique,nuit,0,0,0,1,0,0,0,0,0
INC-000352,2025-09-13,08:29,Sophie Leclerc,MACH-10,2,OP1006,alarme capteur active,matin,0,0,0,0,0,0,1,0,0
INC-000353,2025-09-13,12:33,Chloé Robert,MACH-09,3,OP1005,chauffe anormale,matin,1,0,0,0,0,0,0,0,0
INC-000354,2025-09-13,22:28,Sophie Leclerc,MACH-01,3,OP1006,signal capteur hors plage,nuit,0,0,0,0,0,0,1,0,0
INC-000355,2025-09-13,22:44,Lucas Bernard,MACH-01,3,OP1002,perte intermittente signal mesure,nuit,0,0,0,0,0,0,1,0,0
INC-000356,2025-09-14,00:27,Lina Petit,MACH-04,3,OP1007,micro-fuite / baisse pression,nuit,0,1,0,0,0,0,0,0,0
INC-000357,2025-09-14,02:39,Enzo Durand,MACH-03,4,OP1008,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000358,2025-09-14,03:08,Antoine Moreau,MACH-13,2,OP1007,vibrations excessives détectées,nuit,0,0,1,0,0,0,0,0,0
INC-000359,2025-09-14,03:30,Antoine Moreau,MACH-13,3,OP1007,balourd rotor confirmé,nuit,0,0,1,0,0,0,0,0,0
INC-000360,2025-09-14,08:29,Antoine Moreau,MACH-10,3,OP1007,signal capteur hors plage,matin,0,0,0,0,0,0,1,0,0
INC-000361,2025-09-14,14:42,Camille Martin,MACH-08,3,OP1001,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000362,2025-09-14,22:44,Sarah Leroy,MACH-01,4,OP1009,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000363,2025-09-15,03:08,Hugo Thomas,MACH-13,3,OP1004,oscillations hors tolérance,nuit,0,0,1,0,0,0,0,0,0
INC-000364,2025-09-15,03:53,Lucas Bernard,MACH-13,3,OP1002,vibration anormale roulement,nuit,0,0,1,0,0,0,0,0,0
INC-000365,2025-09-15,08:29,Lucas Bernard,MACH-10,4,OP1002,perte intermittente signal mesure,matin,0,0,0,0,0,0,1,0,0
INC-000366,2025-09-15,22:14,Camille Martin,MACH-11,3,OP1001,pièces hors tolérance — contrôle qualité,nuit,0,0,0,0,0,0,0,0,1
INC-000367,2025-09-16,01:35,Jules Moreau,MACH-08,3,OP1010,vibration excessive,nuit,0,0,1,0,0,0,0,0,0
INC-000368,2025-09-16,03:08,Nathan Richard,MACH-13,4,OP1006,vibration excessive,nuit,0,0,1,0,0,0,0,0,0
INC-000369,2025-09-17,02:54,Hugo Thomas,MACH-10,2,OP1004,signal capteur hors plage,nuit,0,0,0,0,0,0,1,0,0
INC-000370,2025-09-18,02:54,Sophie Leclerc,MACH-10,3,OP1006,alarme capteur active,nuit,0,0,0,0,0,0,1,0,0
INC-000371,2025-09-19,02:54,Chloé Robert,MACH-10,4,OP1005,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000372,2025-09-19,04:28,Sophie Leclerc,MACH-15,2,OP1006,alarme capteur active,nuit,0,0,0,0,0,0,1,0,0
INC-000373,2025-09-19,04:49,Pierre Martin,MACH-15,2,OP1003,perte intermittente signal mesure,nuit,0,0,0,0,0,0,1,0,0
INC-000374,2025-09-20,03:07,Lucas Bernard,MACH-01,2,OP1002,perte intermittente signal mesure,nuit,0,0,0,0,0,0,1,0,0
INC-000375,2025-09-20,03:24,Antoine Moreau,MACH-01,2,OP1007,alarme capteur active,nuit,0,0,0,0,0,0,1,0,0
INC-000376,2025-09-20,04:28,Hugo Thomas,MACH-15,3,OP1004,perte intermittente signal mesure,nuit,0,0,0,0,0,0,1,0,0
INC-000377,2025-09-20,04:45,Pierre Martin,MACH-15,3,OP1003,perte intermittente signal mesure,nuit,0,0,0,0,0,0,1,0,0
INC-000378,2025-09-20,06:45,Julie Petit,MACH-14,2,OP1008,frottement mécanique cyclique,matin,0,0,0,1,0,0,0,0,0
INC-000379,2025-09-20,22:07,Pierre Martin,MACH-01,2,OP1003,défaut qualité pièces constaté,nuit,0,0,0,0,0,0,0,0,1
INC-000380,2025-09-20,22:39,Pierre Martin,MACH-01,2,OP1003,chute taux de production anormale,nuit,0,0,0,0,0,0,0,0,1
INC-000381,2025-09-21,03:05,Antoine Moreau,MACH-01,3,OP1007,signal capteur hors plage,nuit,0,0,0,0,0,0,1,0,0
INC-000382,2025-09-21,03:24,Chloé Robert,MACH-01,3,OP1005,défaut capteur confirmé,nuit,0,0,0,0,0,0,1,0,0
INC-000383,2025-09-21,04:28,Sarah Leroy,MACH-15,4,OP1009,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000384,2025-09-21,05:38,Julie Petit,MACH-13,3,OP1008,défaut qualité pièces constaté,nuit,0,0,0,0,0,0,0,0,1
INC-000385,2025-09-21,05:42,Hugo Thomas,MACH-13,2,OP1004,pièces hors tolérance — contrôle qualité,nuit,0,0,0,0,0,0,0,0,1
INC-000386,2025-09-21,06:45,Marie Dupont,MACH-14,3,OP1001,cliquetis roulement axe,matin,0,0,0,1,0,0,0,0,0
INC-000387,2025-09-21,22:39,Chloé Robert,MACH-01,3,OP1005,défaut qualité pièces constaté,nuit,0,0,0,0,0,0,0,0,1
INC-000388,2025-09-21,22:42,Chloé Robert,MACH-01,3,OP1005,non-conformité dimensionnelle,nuit,0,0,0,0,0,0,0,0,1
